Word,Wdnum,ValMn,ValSD,AroMn,AroSD,DomMn,DomSD,Length
robbery,2105,2.42,(1.52),6.90,(2.01),2.26,(1.55),7
robot,2106,5.36,(1.31),4.71,(2.14),4.46,(1.97),5
rock,965,5.56,(1.38),4.52,(2.37),5.15,(2.01),4
rocket,3023,6.14,(1.62),5.53,(2.26),5.34,(1.76),6
rodent,3024,3.06,(1.76),4.14,(2.44),5.05,(2.38),6
rodeo,2107,5.62,(1.74),5.00,(2.19),4.69,(1.49),5
role,2108,6.11,(1.31),4.61,(2.17),5.68,(1.85),4
rollercoaster,528,8.02,(1.63),8.06,(1.71),5.10,(2.76),13
romance,2109,7.61,(1.58),6.90,(2.22),6.03,(1.96),7
romantic,364,8.32,(1.00),7.59,(2.07),6.08,(2.29),8
roof,2110,5.40,(1.50),4.07,(2.09),5.27,(2.00),4
room,2111,5.52,(1.12),3.77,(1.96),5.52,(1.61),4
rooster,3025,5.07,(1.56),4.05,(2.15),5.15,(1.69),7
rope,2112,5.07,(1.41),4.57,(1.65),5.00,(1.74),4
rose,3026,6.26,(1.75),4.59,(2.25),5.66,(1.65),4
rot,2113,2.68,(1.87),5.18,(2.74),3.07,(1.92),3
rotten,365,2.26,(1.37),4.53,(2.38),4.32,(2.09),6
rough,966,4.74,(2.00),5.33,(2.04),4.81,(1.70),5
round,3027,4.99,(0.88),3.93,(1.82),5.20,(1.16),5
rower,2114,5.31,(1.31),4.97,(1.77),5.47,(0.95),5
royalty,2115,6.57,(1.79),5.59,(2.04),5.76,(2.06),7
ruby,2116,6.89,(1.34),5.18,(2.34),6.07,(1.68),4
rude,366,2.50,(2.11),6.31,(2.47),4.91,(2.49),4
rug,2117,4.93,(1.23),3.63,(1.79),5.57,(1.43),3
rugby,2118,5.77,(1.33),5.00,(2.02),5.03,(1.40),5
ruin,3028,2.56,(1.67),5.00,(2.65),4.45,(2.51),4
ruins,2119,4.84,(2.21),5.48,(1.86),4.61,(1.23),5
ruler,2120,5.10,(1.70),4.33,(2.51),5.78,(2.38),5
rules,2121,4.23,(1.41),4.38,(1.52),3.34,(1.86),5
rum,2122,6.00,(2.19),5.39,(2.50),4.75,(2.52),3
rumor,3029,3.76,(1.78),4.93,(2.24),4.58,(2.22),5
runner,571,5.67,(1.91),4.76,(2.40),5.47,(1.84),6
rural,3030,5.15,(1.59),3.55,(2.09),5.46,(1.98),5
rush,2123,3.97,(2.01),6.38,(2.24),3.88,(1.54),4
rusty,367,3.86,(1.47),3.77,(2.16),4.53,(1.62),5
rye,2124,5.24,(0.78),3.96,(2.09),5.28,(1.74),3
sabotage,3031,2.86,(1.88),4.82,(2.52),5.28,(2.54),8
sad,368,1.61,(0.95),4.13,(2.38),3.45,(2.18),3
sadness,2125,2.21,(1.75),5.21,(2.44),2.82,(1.63),7
safe,967,7.07,(1.90),3.86,(2.72),5.81,(2.06),4
safety,2126,6.70,(1.90),4.78,(2.55),5.56,(2.31),6
sailboat,529,7.25,(1.71),4.88,(2.73),5.86,(1.71),8
saint,968,6.49,(1.70),4.49,(1.90),5.37,(2.11),5
salad,369,5.74,(1.62),3.81,(2.29),5.47,(1.68),5
salary,2127,6.75,(1.76),5.85,(2.32),5.30,(2.11),6
sale,2128,7.07,(1.69),6.00,(2.37),6.33,(2.06),4
salon,2129,5.69,(1.69),4.92,(2.17),5.35,(1.50),5
salt,2130,5.56,(1.04),4.54,(2.04),5.75,(1.22),4
salty,3032,4.63,(1.87),4.41,(2.10),5.51,(1.82),5
salute,370,5.92,(1.57),5.31,(2.23),5.46,(2.05),6
sanctuary,3033,6.35,(2.05),3.50,(2.16),5.68,(2.36),9
sand,2131,6.34,(2.04),4.79,(2.35),5.83,(1.85),4
sandwich,2132,6.28,(1.56),5.59,(2.21),5.46,(1.90),8
sapphire,371,7.00,(1.88),5.00,(2.72),5.55,(2.24),8
sarcastic,3034,5.73,(1.81),4.82,(1.99),6.08,(1.92),9
satellite,2133,6.10,(1.50),4.90,(2.08),5.00,(1.87),9
satire,2134,6.23,(1.91),5.34,(2.04),5.62,(1.54),6
satisfaction,2135,7.69,(1.42),6.83,(2.22),6.76,(1.57),12
satisfied,372,7.94,(1.19),4.94,(2.63),6.14,(2.37),9
saucer,2136,5.09,(0.96),4.41,(1.68),5.06,(1.19),6
savage,3035,4.91,(2.44),5.71,(2.29),5.82,(2.30),6
save,969,6.45,(1.93),4.95,(2.19),6.00,(1.79),4
savior,373,7.73,(1.56),5.80,(3.01),6.64,(2.18),6
scalding,970,2.82,(2.12),5.95,(2.55),3.82,(2.30),8
scam,3036,2.52,(1.78),4.54,(2.60),4.34,(2.68),4
scandal,971,3.32,(1.81),5.12,(2.22),4.34,(1.73),7
scapegoat,972,3.67,(1.65),4.53,(2.13),3.52,(1.70),9
scar,973,3.38,(1.70),4.79,(2.11),3.88,(1.71),4
scare,2137,3.63,(1.93),6.56,(2.26),3.66,(1.81),5
scared,604,2.78,(1.99),6.82,(2.03),2.94,(2.19),6
scarf,2138,5.64,(1.47),3.46,(1.93),5.46,(1.56),5
scary,2139,3.24,(1.83),6.69,(1.98),3.66,(2.13),5
scene,2140,5.59,(1.38),4.93,(1.94),5.14,(1.22),5
scent,2141,6.30,(1.26),5.30,(1.90),5.27,(1.14),5
scholar,374,7.26,(1.42),5.12,(2.46),6.59,(2.02),7
school,2142,4.36,(2.13),4.44,(2.22),5.00,(2.15),6
science,2143,4.76,(2.28),4.71,(2.31),4.82,(2.13),7
scientific,2144,5.66,(2.00),4.86,(1.94),5.36,(1.93),10
scissors,974,5.05,(0.96),4.47,(1.76),5.16,(1.84),8
scoff,2145,3.94,(2.29),5.25,(1.95),4.78,(1.90),5
scold,2146,2.81,(1.49),6.06,(1.95),3.39,(2.08),5
scorch,2147,3.23,(1.99),4.97,(2.49),3.90,(1.60),6
scorching,975,3.76,(1.83),5.00,(2.74),4.10,(2.01),9
scorn,375,2.84,(2.07),5.48,(2.52),3.93,(2.64),5
scornful,376,3.02,(2.03),5.04,(2.56),4.59,(2.18),8
scorpion,976,3.69,(2.63),5.38,(3.08),3.98,(2.44),8
scream,605,3.88,(2.07),7.04,(1.96),4.75,(2.21),6
scrotum,2148,5.85,(1.38),5.04,(2.39),6.00,(1.57),7
scuff,2149,3.93,(1.64),5.10,(1.60),4.43,(2.03),5
scum,377,2.43,(1.56),4.88,(2.36),4.26,(1.99),4
scurvy,378,3.19,(2.00),4.71,(2.72),4.48,(2.48),6
sea,2150,7.00,(1.66),4.83,(2.99),5.28,(2.02),3
seagull,2151,5.89,(1.91),4.57,(2.33),4.93,(1.62),7
seal,2152,5.81,(1.44),5.42,(1.79),5.58,(1.50),4
seasick,379,2.05,(1.20),5.80,(2.88),3.41,(2.39),7
seat,380,4.95,(0.98),2.95,(1.72),4.84,(1.88),4
secretary,2153,5.76,(1.30),4.66,(2.04),5.86,(1.62),9
secure,381,7.57,(1.76),3.14,(2.47),5.93,(2.57),6
security,2154,7.28,(1.51),4.22,(2.45),5.53,(2.27),8
seduction,2155,7.53,(1.66),7.43,(1.83),5.63,(2.50),9
seductive,3037,6.85,(1.78),6.72,(2.01),5.92,(2.16),9
seek,2156,5.59,(1.43),5.13,(1.84),5.28,(1.78),4
seize,2157,3.52,(2.10),6.52,(2.42),3.26,(2.47),5
self,2158,7.00,(1.58),5.46,(2.47),7.21,(1.96),4
selfish,382,2.42,(1.62),5.50,(2.62),4.64,(2.31),7
semen,2159,5.07,(1.72),5.67,(1.67),5.57,(1.72),5
send,3038,5.64,(1.60),4.29,(2.24),5.48,(1.67),4
senseless,3039,3.78,(1.78),4.34,(2.07),4.36,(1.95),9
sensitive,2160,5.50,(1.87),4.27,(2.21),4.55,(1.55),9
sentiment,977,5.98,(1.71),4.41,(2.30),5.09,(1.46),9
sentry,2161,5.00,(1.17),4.19,(1.74),5.00,(1.50),6
separate,3040,3.79,(1.60),4.59,(2.04),4.68,(1.83),8
serene,2162,6.90,(1.99),3.40,(2.43),5.93,(1.74),6
serious,383,5.08,(1.59),4.00,(1.87),5.12,(1.65),7
sermon,2163,5.72,(2.03),4.45,(2.47),4.45,(2.34),6
settle,3041,5.27,(1.67),3.91,(1.96),5.00,(1.99),6
sever,2164,3.08,(1.68),5.72,(2.19),3.76,(1.98),5
severe,978,3.20,(1.74),5.26,(2.36),3.83,(1.91),6
sew,3042,5.13,(1.67),3.49,(2.08),5.19,(1.89),3
sewage,2165,2.61,(2.16),4.57,(2.40),4.47,(1.48),6
sex,384,8.05,(1.53),7.36,(1.91),5.75,(2.25),3
sexual,3043,6.70,(1.72),6.33,(2.02),5.73,(2.07),6
sexy,530,8.02,(1.12),7.36,(1.91),6.82,(2.13),4
shadow,385,4.35,(1.23),4.30,(2.26),4.19,(1.82),6
shaky,2166,3.42,(1.17),5.08,(1.83),3.46,(1.45),5
shallow,3044,3.71,(1.67),3.44,(1.85),4.90,(2.17),7
shame,2167,2.13,(1.14),6.33,(2.04),2.97,(1.73),5
shamed,386,2.50,(1.34),4.88,(2.27),2.98,(1.94),6
shampoo,3045,6.12,(1.59),3.78,(2.31),5.60,(2.05),7
share,3046,6.66,(1.73),4.78,(2.35),5.81,(1.99),5
shark,606,3.65,(2.47),7.16,(1.96),2.63,(2.16),5
sharp,3047,4.60,(1.75),4.75,(2.10),5.48,(1.67),5
shawl,2168,5.24,(1.64),3.90,(2.14),5.24,(1.77),5
sheep,2169,6.44,(1.63),3.78,(2.29),5.41,(1.67),5
sheer,3048,5.11,(1.36),3.77,(1.83),5.19,(1.50),5
shelf,2170,5.28,(0.77),4.22,(1.52),5.44,(1.32),5
sheltered,387,5.75,(1.92),4.28,(1.77),3.76,(1.91),9
shield,2171,6.54,(1.93),5.36,(2.34),6.43,(1.99),6
shine,2172,7.07,(1.46),5.25,(1.94),6.29,(1.86),5
shines,3049,6.56,(1.49),5.05,(2.29),5.36,(1.57),6
shiny,3050,6.78,(1.61),5.22,(2.30),5.21,(1.79),5
ship,388,5.55,(1.40),4.38,(2.29),5.12,(2.31),4
shit,3051,4.24,(2.01),4.91,(2.16),4.98,(1.95),4
shitty,3052,2.44,(1.81),4.70,(2.60),3.69,(2.27),6
shock,2173,4.03,(2.25),7.45,(1.97),3.34,(2.19),5
shoes,2174,6.19,(1.36),4.52,(2.38),5.89,(1.95),5
shoplifter,2175,2.93,(1.85),6.00,(2.27),4.24,(2.34),10
shopping,2176,6.48,(2.53),5.79,(2.62),6.50,(2.25),8
short,2177,4.64,(1.79),3.75,(2.15),3.96,(2.24),5
shotgun,979,4.37,(2.75),6.27,(1.94),5.29,(2.67),7
shout,3053,4.72,(1.92),5.88,(2.16),5.69,(2.01),5
shove,3054,3.28,(1.35),4.94,(1.81),5.00,(1.97),5
shower,2178,7.04,(1.23),5.54,(2.27),6.32,(1.63),6
shred,2179,4.46,(1.43),5.00,(1.87),4.89,(1.87),5
shriek,980,3.93,(2.22),5.36,(2.91),4.30,(1.86),6
shrimp,2180,6.00,(2.30),4.52,(2.25),6.45,(2.10),6
shrink,2181,4.00,(1.20),5.07,(2.05),3.59,(2.11),6
shrub,2182,4.92,(0.40),4.04,(1.70),5.52,(1.33),5
shun,2183,2.97,(1.71),5.24,(2.25),3.66,(2.00),4
shut,2184,4.53,(1.46),4.87,(1.85),4.40,(1.71),4
shy,389,4.64,(1.83),3.77,(2.29),3.44,(1.96),3
sick,607,1.90,(1.14),4.29,(2.45),3.04,(1.65),4
sickness,390,2.25,(1.71),5.61,(2.67),3.84,(2.50),8
sidewalk,3055,5.24,(1.29),3.57,(2.02),5.24,(1.77),8
sidle,2185,5.29,(1.01),4.89,(1.40),5.18,(0.61),5
sigh,2186,4.15,(1.75),2.78,(1.78),4.44,(1.85),4
sight,2187,6.58,(1.69),4.73,(2.23),5.47,(2.08),5
silent,2188,4.79,(1.97),3.46,(2.19),4.96,(2.19),6
silk,391,6.90,(1.27),3.71,(2.51),4.81,(1.93),4
silly,981,7.41,(1.80),5.88,(2.38),6.00,(2.09),5
silver,2189,6.85,(1.59),5.19,(1.86),5.65,(1.55),6
similar,3056,5.66,(1.40),4.20,(1.85),5.20,(1.62),7
simple,2190,6.50,(1.55),3.73,(2.15),6.10,(2.02),6
sin,392,2.80,(1.67),5.78,(2.21),3.62,(2.29),3
sincere,3057,7.18,(1.44),4.63,(2.25),5.94,(2.07),7
sinful,393,2.93,(2.15),6.29,(2.43),4.24,(2.73),6
sing,2191,6.77,(2.24),5.73,(2.10),5.37,(2.34),4
singing,3058,6.98,(1.51),5.48,(2.36),5.49,(2.18),7
sissy,394,3.14,(1.96),5.17,(2.57),3.58,(2.74),5
sister,2192,7.46,(1.77),5.43,(2.66),4.93,(2.14),6
sit,3059,5.55,(1.30),3.75,(2.03),5.37,(1.74),3
sizzle,2193,6.70,(1.42),5.90,(1.94),5.80,(1.54),6
skate,2194,6.60,(1.48),6.33,(1.71),5.73,(1.86),5
skeleton,2195,3.83,(1.97),4.79,(2.06),4.39,(2.08),8
skeptical,395,4.52,(1.63),4.91,(1.92),4.50,(1.61),9
ski,2196,6.80,(1.90),6.62,(2.01),5.21,(1.93),3
skier,2197,5.72,(1.89),5.36,(2.25),5.75,(1.69),5
skijump,531,7.06,(1.73),7.06,(2.10),4.90,(2.32),7
skill,2198,6.90,(1.95),5.70,(2.02),6.33,(2.38),5
skillful,3060,7.00,(1.45),5.29,(2.08),6.58,(1.90),8
skin,2199,5.55,(1.53),4.86,(2.31),5.21,(1.72),4
skinhead,2200,3.54,(2.25),4.62,(2.47),4.19,(1.36),8
skinny,3061,5.65,(2.09),4.52,(2.27),5.43,(2.43),6
skip,2201,6.15,(1.51),5.70,(2.00),5.37,(1.92),4
skit,2202,6.44,(1.76),5.22,(2.26),5.89,(1.83),4
skull,608,4.27,(1.83),4.75,(1.85),4.86,(1.62),5
skunk,3062,3.14,(1.95),4.91,(2.18),4.48,(1.99),5
sky,572,7.37,(1.40),4.27,(2.17),5.16,(2.00),3
skyline,2203,6.90,(1.74),5.28,(2.03),5.31,(1.97),7
skyscraper,573,5.88,(1.87),5.71,(2.17),4.33,(2.36),10
slang,2204,4.67,(1.49),4.80,(1.71),5.23,(1.63),5
slap,396,2.95,(1.79),6.46,(2.58),4.21,(2.29),4
slaughter,397,1.64,(1.18),6.77,(2.42),3.82,(2.75),9
slave,398,1.84,(1.13),6.21,(2.93),3.29,(2.76),5
slavery,3063,2.30,(1.69),5.13,(2.58),4.42,(2.95),7
slayer,2205,4.00,(2.38),6.24,(2.20),4.76,(2.65),6
sleep,399,7.20,(1.77),2.80,(2.66),5.41,(2.41),5
sleeve,3064,5.17,(1.04),3.60,(1.95),5.41,(1.50),6
slim,2206,6.97,(1.43),5.62,(1.72),5.93,(1.91),4
slime,400,2.68,(1.66),5.36,(2.63),4.17,(1.82),5
slip,2207,3.59,(1.82),5.46,(2.43),3.14,(1.92),4
slob,2208,3.12,(1.77),4.23,(1.80),4.27,(1.87),4
slogan,2209,5.83,(1.39),4.18,(2.07),5.14,(0.80),6
sloppy,3065,3.14,(1.49),4.45,(2.21),4.88,(2.39),6
slouch,2210,4.07,(1.26),3.83,(1.89),4.83,(1.83),6
slow,982,3.93,(1.60),3.39,(2.22),4.35,(1.61),4
sludge,2211,4.00,(1.77),3.80,(1.69),4.77,(1.61),6
sluggish,3066,3.09,(1.47),3.12,(1.86),4.40,(1.96),8
slum,401,2.39,(1.25),4.78,(2.52),3.83,(2.18),4
slush,983,4.66,(1.88),3.73,(2.23),4.91,(1.48),5
slut,3067,3.56,(2.20),5.51,(2.22),4.83,(2.51),4
smack,2212,3.50,(1.71),5.64,(2.30),4.57,(2.53),5
small,3068,4.17,(1.79),3.91,(1.97),4.62,(2.26),5
smallpox,402,2.52,(2.08),5.58,(2.13),4.29,(2.17),8
smart,2213,7.93,(1.48),5.90,(2.22),6.77,(2.18),5
smear,2214,3.92,(1.62),5.15,(1.78),4.46,(1.61),5
smell,2215,5.20,(1.83),5.20,(1.89),5.44,(1.80),5
smile,2216,8.16,(1.77),5.93,(2.64),6.60,(2.22),5
smiling,3069,7.90,(1.50),5.67,(2.49),6.47,(2.06),7
smirk,2217,5.52,(1.84),4.97,(1.76),5.55,(1.62),5
smoke,2218,3.39,(3.02),4.48,(2.87),4.67,(2.48),5
smooth,984,6.58,(1.78),4.91,(2.57),5.09,(2.09),6
smother,3070,3.72,(2.13),4.71,(2.39),4.55,(2.38),7
smudge,2219,4.00,(1.34),4.43,(1.67),4.46,(1.32),6
smug,3071,4.11,(1.70),3.81,(1.87),5.18,(1.89),4
snail,2220,4.31,(1.67),3.86,(2.27),5.68,(2.04),5
snake,609,3.31,(2.20),6.82,(2.10),3.78,(2.05),5
snare,2221,4.48,(2.12),5.41,(1.82),4.78,(2.03),5
snatch,2222,4.66,(2.18),5.47,(2.16),4.53,(2.05),6
sneakers,2223,6.34,(1.59),5.07,(2.31),6.36,(1.50),8
sneer,2224,3.76,(1.55),4.93,(2.27),4.66,(1.65),5
sneeze,2225,4.76,(1.77),4.96,(2.03),3.93,(1.68),6
snob,403,3.36,(1.81),5.65,(2.36),5.11,(2.25),4
snow,575,7.08,(1.83),5.75,(2.47),5.80,(1.97),4
snuggle,404,7.92,(1.24),4.16,(2.80),5.66,(2.47),7
soak,2226,5.38,(1.97),5.36,(2.51),5.11,(1.55),4
soap,2227,5.97,(1.64),4.52,(1.64),5.97,(1.38),4
soar,2228,6.90,(1.63),6.17,(2.25),5.83,(2.21),4
sob,2229,2.03,(1.32),5.86,(2.32),3.36,(1.50),3
soccer,2230,5.90,(1.95),5.39,(2.30),5.61,(1.73),6
social,985,6.88,(1.82),4.98,(2.59),5.91,(2.07),6
society,2231,5.03,(1.30),4.82,(2.44),4.39,(2.31),7
sock,2232,5.04,(1.14),3.46,(2.12),5.57,(1.53),4
soda,2233,6.50,(2.08),5.77,(2.05),5.83,(1.95),4
sodomize,2234,3.70,(1.97),5.13,(2.39),3.80,(2.02),8
sofa,2235,6.53,(1.50),3.10,(1.92),6.17,(1.56),4
soft,986,7.12,(1.34),4.63,(2.61),6.00,(1.80),4
soil,2236,4.67,(1.47),3.57,(1.76),4.70,(1.95),4
soldier,2237,5.79,(2.02),5.48,(2.10),5.69,(1.95),7
solemn,405,4.32,(1.51),3.56,(1.95),4.61,(1.87),6
solve,3072,6.80,(1.72),5.32,(2.36),6.71,(2.11),5
son,2238,6.39,(1.52),5.71,(1.80),5.64,(1.79),3
song,987,7.10,(1.97),6.07,(2.42),5.85,(2.12),4
soothe,2239,7.58,(1.24),4.96,(2.62),6.00,(1.26),6
sophisticated,3073,6.68,(1.62),4.87,(2.11),6.37,(1.80),13
sorrow,2240,2.32,(1.68),4.48,(2.38),3.67,(2.18),6
sorry,2241,3.62,(2.29),5.11,(2.35),3.82,(1.98),5
soul,2242,6.72,(1.33),4.39,(1.85),5.71,(1.76),4
soup,2243,6.25,(1.94),4.32,(2.09),5.61,(1.85),4
sour,989,3.93,(1.98),5.10,(1.95),4.64,(1.50),4
spa,2244,7.86,(1.27),4.82,(2.92),5.46,(1.95),3
space,574,6.78,(1.66),5.14,(2.54),5.20,(2.44),5
spank,3074,3.53,(2.33),5.55,(2.43),4.67,(2.52),5
spanking,990,3.55,(2.54),5.41,(2.73),3.91,(2.51),8
sparkle,3075,6.99,(1.65),5.51,(2.33),5.50,(1.82),7
special,3076,6.92,(1.76),5.66,(2.03),5.82,(1.99),7
spectacular,3077,7.57,(1.83),6.43,(2.31),5.54,(1.98),11
speech,2245,4.54,(2.17),5.68,(2.33),4.86,(2.73),6
spend,2246,5.60,(2.47),5.60,(1.87),5.90,(1.97),5
sphere,991,5.33,(0.87),3.88,(1.99),5.00,(0.92),6
spice,2247,6.21,(1.74),5.62,(2.34),5.62,(1.50),5
spicy,3078,5.72,(2.11),5.89,(2.18),5.11,(1.92),5
spider,610,3.33,(1.72),5.71,(2.21),4.75,(2.11),6
spike,2248,5.34,(1.14),4.96,(1.62),5.11,(1.26),5
spine,2249,5.12,(1.13),4.48,(2.06),5.32,(1.46),5
spirit,406,7.00,(1.32),5.56,(2.62),5.82,(2.42),6
spit,3079,3.54,(1.51),3.99,(1.81),5.59,(1.94),4
splendid,3080,7.28,(1.82),5.01,(2.70),6.02,(2.25),8
sponge,2250,5.11,(1.15),3.52,(1.95),4.96,(1.76),6
spoon,2251,5.93,(1.39),4.15,(2.13),5.37,(1.67),5
sports,2252,6.45,(1.95),6.23,(2.31),5.77,(2.13),6
spouse,407,7.58,(1.48),5.21,(2.75),5.53,(1.97),6
spray,992,5.45,(1.63),4.14,(2.28),5.12,(1.43),5
spring,993,7.76,(1.51),5.67,(2.51),6.26,(1.98),6
sprinkle,3081,6.13,(1.62),4.50,(2.15),5.22,(1.53),8
spur,2253,5.17,(2.17),5.07,(2.12),5.50,(1.55),4
spurn,2254,4.38,(1.54),4.38,(2.11),4.41,(1.52),5
squad,2255,5.58,(1.42),5.19,(1.88),4.77,(1.82),5
square,408,4.74,(1.02),3.18,(1.76),4.51,(1.45),6
squash,2256,4.97,(1.79),3.93,(2.12),5.48,(1.88),6
squeal,2257,4.67,(2.53),6.26,(2.41),4.52,(1.95),6
stable,3082,5.78,(1.57),4.06,(1.92),5.80,(1.83),6
stagnant,994,4.15,(1.57),3.93,(1.94),4.71,(1.36),8
stain,3083,3.42,(1.54),4.54,(2.00),4.74,(2.15),5
stairs,2258,4.67,(1.45),5.00,(1.64),4.87,(1.87),6
stale,3084,3.41,(1.55),3.24,(1.83),4.92,(1.81),5
stalk,2259,2.80,(1.65),5.41,(2.37),3.62,(2.11),5
star,409,7.27,(1.66),5.83,(2.44),4.68,(2.15),4
stare,3085,4.52,(1.21),4.80,(2.02),4.89,(1.86),5
startle,3086,4.12,(1.80),6.32,(2.17),4.45,(2.20),7
startled,410,4.50,(1.67),6.93,(2.24),4.48,(1.57),8
starvation,2260,1.82,(1.68),6.46,(2.47),3.11,(2.17),10
starve,2261,2.50,(1.70),4.93,(2.32),3.93,(2.27),6
starving,611,2.39,(1.82),5.61,(2.53),3.63,(2.10),8
statue,995,5.17,(0.70),3.46,(1.72),4.95,(1.40),6
status,2262,5.62,(1.27),4.93,(1.79),5.41,(1.59),6
steak,2263,6.86,(2.46),5.32,(2.55),6.18,(2.02),5
steal,2264,3.18,(1.91),5.11,(2.51),4.93,(2.42),5
steam,2265,5.00,(1.13),4.35,(2.30),5.15,(0.78),5
stench,996,2.19,(1.37),4.36,(2.46),4.29,(1.91),6
stereo,2266,6.89,(1.47),6.04,(2.19),6.07,(1.54),6
stiff,997,4.68,(1.97),4.02,(2.41),4.93,(2.04),5
stifle,2267,3.50,(1.50),4.93,(1.98),3.71,(1.88),6
sting,2268,2.48,(1.76),6.78,(2.59),3.67,(2.47),5
stingy,2269,3.10,(1.60),5.37,(1.96),4.53,(1.89),6
stink,411,3.00,(1.79),4.26,(2.10),4.16,(1.98),5
stinks,3087,2.72,(1.55),4.32,(2.11),4.43,(1.95),6
stinky,3088,2.74,(1.69),4.55,(2.41),4.48,(2.23),6
stole,3089,2.80,(1.74),4.63,(2.39),4.78,(2.55),5
stolen,2270,2.69,(1.51),6.03,(2.11),3.41,(1.92),6
stomach,998,4.82,(2.06),3.93,(2.49),4.68,(1.85),7
stool,999,4.56,(1.72),4.00,(2.14),4.98,(1.85),5
stop,2271,3.96,(1.37),4.26,(2.01),4.89,(2.01),4
store,2272,5.93,(1.31),5.00,(2.04),6.00,(1.46),5
storm,1000,4.95,(2.22),5.71,(2.34),4.54,(2.04),5
story,2273,6.63,(1.85),5.37,(2.20),5.47,(1.25),5
stove,1001,4.98,(1.69),4.51,(2.14),5.36,(1.87),5
stow,2274,5.23,(0.67),3.74,(1.71),5.19,(1.49),4
straighten,3090,5.61,(1.37),4.00,(1.95),5.42,(1.84),10
strange,3091,4.79,(1.64),5.09,(1.91),5.25,(1.53),7
street,412,5.22,(0.72),3.39,(1.87),4.81,(1.21),6
strength,2275,7.41,(1.50),5.76,(1.70),7.21,(1.61),8
strengthen,3092,7.08,(1.47),5.85,(2.12),6.59,(1.99),10
stress,413,2.09,(1.41),7.45,(2.38),3.93,(2.75),6
stressful,3093,2.14,(1.61),5.91,(3.02),3.77,(2.82),9
stricken,2276,3.29,(1.82),6.04,(2.10),3.14,(1.60),8
stride,2277,5.72,(1.31),4.75,(1.87),6.38,(1.47),6
string,2278,5.34,(1.76),4.36,(2.33),5.57,(1.64),6
strive,2279,6.78,(1.34),6.19,(2.02),6.19,(1.75),6
strong,414,7.11,(1.48),5.92,(2.28),6.92,(2.43),6
structure,2280,5.21,(1.42),4.04,(1.85),5.41,(1.55),9
struggle,3094,2.82,(1.47),4.98,(2.45),3.85,(2.17),8
stubborn,2281,3.86,(1.94),5.30,(2.40),5.33,(2.25),8
studio,2282,6.03,(1.45),5.11,(1.65),5.85,(1.56),6
stun,2283,4.93,(1.77),6.29,(2.05),3.66,(1.93),4
stunning,3095,7.39,(1.56),6.30,(2.20),5.97,(1.94),8
stupid,415,2.31,(1.37),4.72,(2.71),2.98,(2.18),6
stupor,2284,4.39,(1.99),4.48,(2.06),3.67,(2.04),6
style,2285,6.82,(1.63),5.36,(2.08),5.64,(1.85),5
stylish,3096,7.14,(1.50),5.39,(2.23),6.28,(1.98),7
subdue,2286,4.69,(1.65),4.30,(2.05),4.56,(2.06),6
subdued,416,4.67,(1.31),2.90,(1.81),4.08,(1.56),7
subject,2287,5.04,(0.79),3.93,(1.82),4.68,(1.68),7
submarine,3097,5.42,(1.58),4.70,(2.12),4.86,(1.60),9
submit,2288,4.37,(1.86),5.22,(1.95),3.96,(2.21),6
subtle,3098,4.97,(1.61),3.36,(1.78),5.34,(1.89),6
suburb,2289,5.89,(1.43),4.54,(1.86),5.84,(1.07),6
suburban,3099,5.46,(1.56),3.94,(1.95),5.34,(1.60),8
subway,2290,6.29,(1.72),5.52,(2.39),5.37,(2.17),6
succeed,3100,7.86,(1.53),6.43,(2.31),6.53,(2.27),7
success,417,8.29,(0.93),6.11,(2.65),6.89,(2.40),7
successful,3101,8.06,(1.37),6.55,(2.26),7.01,(2.26),10
sue,3102,3.37,(1.84),5.03,(2.26),4.97,(2.41),3
suffer,2291,1.72,(1.34),6.13,(2.89),2.54,(2.13),6
suffocate,418,1.56,(0.96),6.03,(3.19),3.44,(2.81),9
sugar,1002,6.74,(1.73),5.64,(2.18),5.50,(1.50),5
suggestion,2292,5.66,(1.04),4.72,(1.55),4.88,(1.31),10
suicide,419,1.25,(0.69),5.73,(3.14),3.58,(3.02),7
suite,2293,7.25,(1.78),5.59,(2.55),5.44,(1.99),5
summer,3103,7.37,(1.98),6.51,(2.39),5.82,(2.34),6
summertime,3104,7.66,(1.70),5.95,(2.72),6.17,(2.17),10
sun,532,7.55,(1.85),5.04,(2.66),6.16,(2.09),3
sunburn,3105,2.59,(1.50),4.57,(2.23),4.20,(2.17),7
sunflower,2294,7.41,(1.34),4.30,(2.20),5.33,(2.11),9
sunglasses,2295,6.47,(1.43),4.90,(2.37),5.97,(1.43),10
sunlight,1003,7.76,(1.43),6.10,(2.30),5.63,(2.15),8
sunrise,420,7.86,(1.35),5.06,(3.05),5.29,(2.41),7
sunset,421,7.68,(1.72),4.20,(2.99),5.66,(2.08),6
sunshine,3106,7.61,(1.69),5.56,(2.48),5.60,(2.10),8
suntan,3107,5.87,(1.92),4.55,(2.13),5.63,(1.74),6
superior,3108,6.29,(2.10),5.57,(2.26),6.70,(2.41),8
superstar,3109,7.55,(1.68),6.48,(2.33),6.09,(2.16),9
supper,2296,7.23,(1.55),6.30,(2.18),6.03,(1.77),6
supply,2297,5.27,(1.12),4.38,(1.70),5.27,(1.31),6
sure,2298,6.53,(1.96),5.00,(2.39),6.03,(2.16),4
